watermelon	watermelon	100.000	379236	0	0	1	379236	1	379236	0.0	6.839e+05
watermelon	watermelon	100.000	7286	0	0	234336	241621	50127	42842	0.0	13140
watermelon	watermelon	100.000	7286	0	0	42842	50127	241621	234336	0.0	13140
watermelon	watermelon	99.726	365	1	0	352511	352875	73422	73786	0.0	654
watermelon	watermelon	99.726	365	1	0	73422	73786	352511	352875	0.0	654
watermelon	watermelon	98.077	364	7	0	184484	184847	22371	22008	8.67e-178	625
watermelon	watermelon	98.077	364	7	0	22008	22371	184847	184484	8.67e-178	625
watermelon	watermelon	99.698	331	1	0	376478	376808	32629	32959	5.13e-168	592
watermelon	watermelon	99.698	331	1	0	32629	32959	376478	376808	5.13e-168	592
watermelon	watermelon	99.614	259	1	0	136555	136813	126210	125952	6.26e-129	462
watermelon	watermelon	99.614	259	1	0	125952	126210	136813	136555	6.26e-129	462
watermelon	watermelon	100.000	183	0	0	270837	271019	36985	36803	2.66e-89	331
watermelon	watermelon	100.000	183	0	0	36803	36985	271019	270837	2.66e-89	331
watermelon	watermelon	99.441	179	1	0	326455	326633	110906	111084	1.68e-85	318
watermelon	watermelon	99.441	179	1	0	110906	111084	326455	326633	1.68e-85	318
watermelon	watermelon	93.237	207	7	2	331363	331569	90875	90676	3.04e-82	307
watermelon	watermelon	93.596	203	8	1	274064	274266	242753	242950	3.04e-82	307
watermelon	watermelon	93.596	203	8	1	242753	242950	274064	274266	3.04e-82	307
watermelon	watermelon	93.237	207	7	2	90676	90875	331569	331363	3.04e-82	307
watermelon	watermelon	98.810	168	2	0	223369	223536	88977	88810	1.92e-78	295
watermelon	watermelon	98.810	168	2	0	88810	88977	223536	223369	1.92e-78	295
watermelon	watermelon	100.000	147	0	0	43507	43653	43432	43578	9.31e-70	266
watermelon	watermelon	100.000	147	0	0	240810	240956	43578	43432	9.31e-70	266
watermelon	watermelon	100.000	147	0	0	43432	43578	43507	43653	9.31e-70	266
watermelon	watermelon	100.000	147	0	0	240885	241031	43653	43507	9.31e-70	266
watermelon	watermelon	100.000	147	0	0	240885	241031	240810	240956	9.31e-70	266
watermelon	watermelon	100.000	147	0	0	43432	43578	240956	240810	9.31e-70	266
watermelon	watermelon	100.000	147	0	0	240810	240956	240885	241031	9.31e-70	266
