watermelon	watermelon	100.000	379236	0	0	1	379236	1	379236	0.0	3.994e+05
watermelon	watermelon	99.959	7292	3	0	234336	241627	50127	42836	0.0	7678
watermelon	watermelon	99.959	7292	3	0	42836	50127	241627	234336	0.0	7678
watermelon	watermelon	99.726	365	1	0	352511	352875	73422	73786	3.99e-106	387
watermelon	watermelon	99.726	365	1	0	73422	73786	352511	352875	3.99e-106	387
watermelon	watermelon	89.773	440	44	1	184457	184895	22398	21959	3.69e-104	380
watermelon	watermelon	89.773	440	44	1	21959	22398	184895	184457	3.69e-104	380
watermelon	watermelon	96.133	362	8	2	376447	376808	32604	32959	5.58e-96	353
watermelon	watermelon	96.133	362	8	2	32604	32959	376447	376808	5.58e-96	353
watermelon	watermelon	97.778	270	6	0	136553	136822	126212	125943	3.74e-73	277
watermelon	watermelon	97.778	270	6	0	125943	126212	136822	136553	3.74e-73	277
watermelon	watermelon	96.447	197	7	0	270823	271019	36999	36803	1.94e-49	198
watermelon	watermelon	96.447	197	7	0	36803	36999	271019	270823	1.94e-49	198
watermelon	watermelon	89.316	234	17	4	274064	274296	242753	242979	7.45e-48	193
watermelon	watermelon	89.316	234	17	4	242753	242979	274064	274296	7.45e-48	193
watermelon	watermelon	99.441	179	1	0	326455	326633	110906	111084	3.71e-47	191
watermelon	watermelon	99.441	179	1	0	110906	111084	326455	326633	3.71e-47	191
watermelon	watermelon	93.237	207	7	2	331363	331569	90875	90676	1.03e-46	189
watermelon	watermelon	93.237	207	7	2	90676	90875	331569	331363	1.03e-46	189
watermelon	watermelon	95.556	180	8	0	223369	223548	88977	88798	1.77e-43	179
watermelon	watermelon	95.556	180	8	0	88798	88977	223548	223369	1.77e-43	179
watermelon	watermelon	93.976	166	10	0	233004	233169	44796	44961	6.72e-38	160
watermelon	watermelon	93.976	166	10	0	44796	44961	233004	233169	6.72e-38	160
watermelon	watermelon	93.976	166	10	0	239502	239667	233169	233004	6.72e-38	160
watermelon	watermelon	93.976	166	10	0	233004	233169	239667	239502	6.72e-38	160
watermelon	watermelon	77.255	255	52	4	374953	375204	104805	105056	6.21e-36	154
watermelon	watermelon	77.255	255	52	4	104805	105056	374953	375204	6.21e-36	154
watermelon	watermelon	100.000	134	0	0	186539	186672	33833	33966	1.84e-33	145
watermelon	watermelon	100.000	134	0	0	33833	33966	186539	186672	1.84e-33	145
watermelon	watermelon	76.087	230	52	3	330142	330369	309214	308986	1.32e-30	136
watermelon	watermelon	76.087	230	52	3	308986	309214	330369	330142	1.32e-30	136
watermelon	watermelon	95.455	132	4	1	335189	335318	44077	43946	1.22e-28	129
watermelon	watermelon	95.455	132	4	1	335189	335318	240386	240517	1.22e-28	129
watermelon	watermelon	95.455	132	4	1	240386	240517	335189	335318	1.22e-28	129
watermelon	watermelon	95.455	132	4	1	43946	44077	335318	335189	1.22e-28	129
watermelon	watermelon	90.780	141	12	1	366711	366851	112290	112151	1.26e-27	126
watermelon	watermelon	90.780	141	12	1	112151	112290	366851	366711	1.26e-27	126
watermelon	watermelon	80.328	183	34	2	221819	222000	58934	58753	3.49e-27	124
