watermelon	watermelon	100.000	379236	0	0	1	379236	1	379236	0.0	7.003e+05
watermelon	watermelon	100.000	7286	0	0	234336	241621	50127	42842	0.0	13455
watermelon	watermelon	100.000	7286	0	0	42842	50127	241621	234336	0.0	13455
watermelon	watermelon	99.726	365	1	0	352511	352875	73422	73786	0.0	669
watermelon	watermelon	99.726	365	1	0	73422	73786	352511	352875	0.0	669
watermelon	watermelon	98.338	361	6	0	184487	184847	22368	22008	1.41e-180	634
watermelon	watermelon	98.077	364	7	0	22008	22371	184847	184484	1.41e-180	634
watermelon	watermelon	99.698	331	1	0	376478	376808	32629	32959	3.06e-172	606
watermelon	watermelon	99.698	331	1	0	32629	32959	376478	376808	3.06e-172	606
watermelon	watermelon	100.000	256	0	0	136558	136813	126207	125952	3.24e-132	473
watermelon	watermelon	99.614	259	1	0	125952	126210	136813	136555	3.24e-132	473
watermelon	watermelon	100.000	183	0	0	270837	271019	36985	36803	1.23e-91	339
watermelon	watermelon	100.000	183	0	0	36803	36985	271019	270837	1.23e-91	339
watermelon	watermelon	99.441	179	1	0	326455	326633	110906	111084	9.61e-88	326
watermelon	watermelon	99.441	179	1	0	110906	111084	326455	326633	9.61e-88	326
watermelon	watermelon	98.810	168	2	0	223369	223536	88977	88810	5.82e-80	300
watermelon	watermelon	95.337	193	2	2	331377	331569	90861	90676	5.82e-80	300
watermelon	watermelon	98.810	168	2	0	88810	88977	223536	223369	5.82e-80	300
watermelon	watermelon	95.337	193	2	2	90676	90861	331569	331377	5.82e-80	300
watermelon	watermelon	93.596	203	8	1	274064	274266	242753	242950	2.09e-79	298
watermelon	watermelon	93.596	203	8	1	242753	242950	274064	274266	2.09e-79	298
watermelon	watermelon	100.000	147	0	0	43507	43653	43432	43578	1.27e-71	272
watermelon	watermelon	100.000	147	0	0	240810	240956	43578	43432	1.27e-71	272
watermelon	watermelon	100.000	147	0	0	43432	43578	43507	43653	1.27e-71	272
watermelon	watermelon	100.000	147	0	0	240885	241031	43653	43507	1.27e-71	272
watermelon	watermelon	100.000	147	0	0	240885	241031	240810	240956	1.27e-71	272
watermelon	watermelon	100.000	147	0	0	43432	43578	240956	240810	1.27e-71	272
watermelon	watermelon	100.000	147	0	0	240810	240956	240885	241031	1.27e-71	272
watermelon	watermelon	100.000	147	0	0	43507	43653	241031	240885	1.27e-71	272
watermelon	watermelon	99.324	148	1	0	233004	233151	44796	44943	1.64e-70	268
watermelon	watermelon	99.324	148	1	0	44796	44943	233004	233151	1.64e-70	268
watermelon	watermelon	99.324	148	1	0	239520	239667	233151	233004	1.64e-70	268
watermelon	watermelon	100.000	145	0	0	233007	233151	239664	239520	1.64e-70	268
watermelon	watermelon	100.000	138	0	0	375042	375179	104894	105031	1.28e-66	255
watermelon	watermelon	100.000	138	0	0	104894	105031	375042	375179	1.28e-66	255
watermelon	watermelon	100.000	134	0	0	186539	186672	33833	33966	2.14e-64	248
watermelon	watermelon	100.000	134	0	0	33833	33966	186539	186672	2.14e-64	248
watermelon	watermelon	98.400	125	2	0	330245	330369	309110	308986	4.66e-56	220
watermelon	watermelon	98.400	125	2	0	308986	309110	330369	330245	4.66e-56	220
watermelon	watermelon	99.167	120	1	0	335199	335318	44065	43946	6.03e-55	217
watermelon	watermelon	99.167	120	1	0	335199	335318	240398	240517	6.03e-55	217
watermelon	watermelon	99.167	120	1	0	240398	240517	335199	335318	6.03e-55	217
watermelon	watermelon	99.167	120	1	0	43946	44065	335318	335199	6.03e-55	217
watermelon	watermelon	100.000	109	0	0	366720	366828	112281	112173	1.69e-50	202
watermelon	watermelon	97.458	118	3	0	112173	112290	366828	366711	1.69e-50	202
watermelon	watermelon	99.083	109	1	0	366552	366660	49507	49399	7.86e-49	196
watermelon	watermelon	99.083	109	1	0	366552	366660	234956	235064	7.86e-49	196
watermelon	watermelon	99.083	109	1	0	234956	235064	366552	366660	7.86e-49	196
watermelon	watermelon	99.083	109	1	0	49399	49507	366660	366552	7.86e-49	196
watermelon	watermelon	100.000	98	0	0	58785	58882	58727	58824	2.20e-44	182
watermelon	watermelon	100.000	98	0	0	58727	58824	58785	58882	2.20e-44	182
watermelon	watermelon	100.000	92	0	0	206676	206767	177913	178004	4.76e-41	171
watermelon	watermelon	100.000	92	0	0	177913	178004	206676	206767	4.76e-41	171
watermelon	watermelon	92.982	114	8	0	221887	222000	58866	58753	6.16e-40	167
watermelon	watermelon	91.057	123	11	0	58753	58875	222000	221878	6.16e-40	167
watermelon	watermelon	92.793	111	8	0	221887	221997	58837	58727	2.87e-38	161
watermelon	watermelon	90.833	120	11	0	58727	58846	221997	221878	2.87e-38	161
watermelon	watermelon	98.876	89	1	0	274234	274322	207393	207481	1.03e-37	159
watermelon	watermelon	98.876	89	1	0	207393	207481	274234	274322	1.03e-37	159
watermelon	watermelon	98.837	86	1	0	338762	338847	184003	184088	4.80e-36	154
watermelon	watermelon	98.837	86	1	0	184003	184088	338762	338847	4.80e-36	154
watermelon	watermelon	95.604	91	2	2	322694	322783	131307	131218	2.89e-33	145
watermelon	watermelon	94.681	94	3	2	131218	131310	322783	322691	2.89e-33	145
watermelon	watermelon	92.079	101	8	0	221900	222000	58882	58782	1.04e-32	143
watermelon	watermelon	92.079	101	8	0	58782	58882	222000	221900	1.04e-32	143
watermelon	watermelon	84.564	149	11	2	109437	109573	42165	42017	4.83e-31	137
watermelon	watermelon	86.154	130	14	3	70033	70161	42974	43100	4.83e-31	137
watermelon	watermelon	86.154	130	14	3	42974	43100	70033	70161	4.83e-31	137
watermelon	watermelon	86.154	130	14	3	241363	241489	70161	70033	4.83e-31	137
watermelon	watermelon	84.564	149	11	2	42017	42165	109573	109437	4.83e-31	137
watermelon	watermelon	86.154	130	14	3	70033	70161	241489	241363	4.83e-31	137
watermelon	watermelon	100.000	72	0	0	43582	43653	43432	43503	6.25e-30	134
watermelon	watermelon	100.000	72	0	0	240810	240881	43503	43432	6.25e-30	134
watermelon	watermelon	100.000	72	0	0	43432	43503	43582	43653	6.25e-30	134
watermelon	watermelon	100.000	72	0	0	240960	241031	43653	43582	6.25e-30	134
watermelon	watermelon	100.000	72	0	0	199893	199964	90289	90218	6.25e-30	134
watermelon	watermelon	100.000	72	0	0	90218	90289	199964	199893	6.25e-30	134
watermelon	watermelon	100.000	72	0	0	240960	241031	240810	240881	6.25e-30	134
watermelon	watermelon	100.000	72	0	0	43432	43503	240881	240810	6.25e-30	134
watermelon	watermelon	100.000	72	0	0	240810	240881	240960	241031	6.25e-30	134
watermelon	watermelon	100.000	72	0	0	43582	43653	241031	240960	6.25e-30	134
watermelon	watermelon	95.181	83	4	0	221887	221969	58808	58726	2.25e-29	132
watermelon	watermelon	100.000	71	0	0	221100	221170	132912	132982	2.25e-29	132
watermelon	watermelon	100.000	71	0	0	132912	132982	221100	221170	2.25e-29	132
watermelon	watermelon	92.391	92	7	0	58726	58817	221969	221878	2.25e-29	132
watermelon	watermelon	96.203	79	3	0	88544	88622	42977	42899	8.09e-29	130
watermelon	watermelon	95.122	82	4	0	241483	241564	88541	88622	8.09e-29	130
watermelon	watermelon	95.122	82	4	0	42899	42980	88622	88541	8.09e-29	130
watermelon	watermelon	92.308	91	7	0	221907	221997	221878	221968	8.09e-29	130
watermelon	watermelon	92.308	91	7	0	221878	221968	221907	221997	8.09e-29	130
watermelon	watermelon	95.122	82	4	0	88541	88622	241483	241564	8.09e-29	130
watermelon	watermelon	100.000	69	0	0	58814	58882	58727	58795	2.91e-28	128
watermelon	watermelon	100.000	69	0	0	58727	58795	58814	58882	2.91e-28	128
watermelon	watermelon	98.592	71	1	0	90216	90286	31342	31272	1.05e-27	126
watermelon	watermelon	98.592	71	1	0	31272	31342	90286	90216	1.05e-27	126
watermelon	watermelon	96.104	77	3	0	274065	274141	110190	110266	1.05e-27	126
watermelon	watermelon	96.104	77	3	0	110190	110266	274065	274141	1.05e-27	126
watermelon	watermelon	94.937	79	4	0	50757	50835	5422	5344	3.76e-27	124
watermelon	watermelon	94.937	79	4	0	5344	5422	50835	50757	3.76e-27	124
watermelon	watermelon	98.551	69	1	0	199896	199964	31272	31340	1.35e-26	122
watermelon	watermelon	98.551	69	1	0	31272	31340	199896	199964	1.35e-26	122
watermelon	watermelon	100.000	66	0	0	366658	366723	254920	254855	1.35e-26	122
watermelon	watermelon	100.000	66	0	0	254855	254920	366723	366658	1.35e-26	122
